<SUBJECT>,<ARCHDATE>,<YEAR>,<EMAIL>,<AGENCY>,<OFFADD>,<POPCOUNTRY>,<POPZIP>,label,<CLASSCOD>,<NAICS>,iname,<SOLNBR>,<URL>,<OFFICE>,<LOCATION>,<ZIP>,<RESPDATE>,<DESC>,<NTYPE>,<DATE>,<CONTACT>,<SETASIDE>
N--AMENDMENT 000002FIRE ALARM  SECURITY SYSTEM UPGRADE-NEZ PERCE NHP,09132017,17,nadine_joe@nps.gov,Department of the Interior,"NPS, PWR - OLYM MABO600 E. Park AvenuePort AngelesWA98362-6757US",,,<AMDCSS>,N,561621,0bb80133-8a77-11e7-89d0-1cc1de329608,P17PS02174,https://www.fbo.gov/spg/DOI/NPS/APC-IS/P17PS02174/listing.html,National Park Service,NPS - All Offices,98362,082917,nadine_joe@nps.gov,COMBINE  ,0822,"Joe, Nadinenadine_joe@nps.gov",
Genotyping for Genetic Analysis Studies on Soybean Populations,,17,,Department of Agriculture,,US,65211,<AMDCSS>,B,541712,0bb80084-8a77-11e7-89d0-1cc1de329608,AG-64PP-S-17-0011,https://www.fbo.gov/notices/01e53996774bbe325fe319f6cc4470cb,Agricultural Research Service,Midwest Area,N/A,071417,Link To Document,COMBINE  ,0707,"Brionna Wade, Contracting Officer , Phone 573-875-5291  x222, Email brionna.wade@ars.usda.gov",N/A
Distribution Amplifiers,,17,,Department of the Air Force,"100 Kindel Drive, Suite A-335 Arnold AFB TN 37389-1335",US,,<AMDCSS>,59,334310,0bb8008f-8a77-11e7-89d0-1cc1de329608,F2ETG57172B102,https://www.fbo.gov/spg/USAF/AFMC/AEDC/F2ETG57172B102/listing.html,Air Force Materiel Command,HQ Arnold Engineering Development Complex (AEDC) - Arnold,37389-1335,090617,Link To Document,COMBINE  ,0822,"Tony Clayborne, Contract Specialist, Phone 9314543918, Email Tony.Clayborne@us.af.mil",Total Small Business
CO2 System Replacement,,17,,Department of Agriculture,,US,20705,<AMDCSS>,Z,238990,0bb80082-8a77-11e7-89d0-1cc1de329608,AG-32SC-S-17-0043,https://www.fbo.gov/notices/cc4a8125cf05be9092292e8e75b0d6da,Agricultural Research Service,Eastern Business Service Center,N/A,082417,Link To Document,COMBINE  ,0822,"Jason Robbins, Contracting Officer, Phone 309-681-6118, Email jason.robbins@ars.usda.gov",Total Small Business
Maintain Automatic Doors at Eglin AFB,,17,,Department of the Air Force,308 West D. AverBldg 260rSuite 130 Eglin AFB FL 32542-5418,US,32542,<AMDCSS>,J,238290,0bb8008c-8a77-11e7-89d0-1cc1de329608,FA2823-17-R-4025,https://www.fbo.gov/notices/8862dc738c22a78493e6fee84e1fce0d,Air Force Materiel Command,AFTC/PZIO - Eglin,32542-5418,082317,Link To Document,COMBINE  ,0822,"VICTORIA G. THOMAS , Contract Specialist , Phone (850) 883-7454, Email victoria.thomas.6@us.af.mil - CARRIE W EASTBURN, Contracting Officer, Phone (850) 882-0245, Email carrie.eastburn@us.af.mil",Total Small Business
R--Records Scanning Project,02192018,17,,Department of the Army,"15000 HWY 115, Little Falls, MN 56345",-,-,<AMDCSS>,R,,0bb800e5-8a77-11e7-89d0-1cc1de329608,W912LM-17-T-0069-0001,https://www.fbo.gov/notices/6500f60ce9d3967ac651f29038f631c8,FedBid,FedBid.com -- for Department of Army procurements only,22030,082317,Link To Document,COMBINE  ,0822,"Name: Client Services, Title: Client Services, Phone: 1.877.933.3243, Fax: 703.422.7822, Email: Clientservices@fedbid.com;",Total Small Business
"Waterproof under the Roof and Ceiling Building P-244, Camp Humphreys",,17,,Department of the Army,Unit #15289 APO 1 96205-5289,KR,,<AMDCSS>,Y,238160,0bb800a9-8a77-11e7-89d0-1cc1de329608,W90VN8-17-R-0048,https://www.fbo.gov/notices/23b96ca0c618bda1471f4f63d5740aab,"Army Contracting Command, ECC",411TH CSB (W90VN8) RCO CAMP HUMPHREYS,96205-5289,082717,Link To Document,COMBINE  ,0822,"Alejandro Moreno, Phone 0316198342, Email alejandro.moreno.mil@mail.mil - LILLIAN D. PARHM, Contract Specialist, Phone 3157548343, Email LILLIAN.D.PARHM.CIV@MAIL.MIL",N/A
SALES REPRESENTIVES,,17,,Department of Justice,"320 First Street, N.W. Washington DC 20534",US,20534,<AMDCSS>,R,541613,0bb80106-8a77-11e7-89d0-1cc1de329608,ISO161-17,https://www.fbo.gov/spg/DOJ/FPI-UNICOR/MMB/ISO161-17/listing.html,Federal Prison Industries/UNICOR,Procurement Branch,20534,082517,Link To Document,COMBINE  ,0822,"Vivian E. Drammeh, CONTRACT SPECIALIST, Phone 202-305-7324, Fax 352-330-8382, Email vivian.drammeh@usdoj.gov",Total Small Business
70--Citrix Software Maintenance Support,02242018,17,,Nuclear Regulatory Commission,"11545 Rockville Pike, Rockville, MD 20785",US,20785-2306,<AMDCSS>,70,,0bb8007d-8a77-11e7-89d0-1cc1de329608,OCIO-17-0239,https://www.fbo.gov/spg/NRC/OA/DCPM/OCIO-17-0239/listing.html,Acquisition Management Division,Acquisition Management Division,22030,082817,Link To Document,COMBINE  ,0822,"Name: Wanda Brown, Title: Contract Specialist, Phone: 3014156793, Fax: 3014923437, Email: wanda.brown@nrc.gov;",N/A
71--Furniture,02212018,17,,Department of the Army,"1614 Randolph Road, Room 215, Fort Sill, OK 73503",US,73503,<AMDCSS>,71,,0bb800de-8a77-11e7-89d0-1cc1de329608,Sill2-6ADARSS0001,https://www.fbo.gov/notices/9038fbc1ea5e90101ebd11436a59fc2c,FedBid,FedBid.com -- for Department of Army procurements only,22030,082517,Link To Document,COMBINE  ,0822,"Name: Client Services, Title: Client Services, Phone: 1.877.933.3243, Fax: 703.422.7822, Email: Clientservices@fedbid.com;",Total Small Business
Maintain Automatic Doors at Eglin AFB,,17,,Department of the Air Force,308 West D. AverBldg 260rSuite 130 Eglin AFB FL 32542-5418,US,32542,<AMDCSS>,J,238290,0bb8008e-8a77-11e7-89d0-1cc1de329608,FA2823-17-R-4025,https://www.fbo.gov/notices/2b65ee83b8144e6da17ccfdbd5568b9e,Air Force Materiel Command,AFTC/PZIO - Eglin,32542-5418,082317,Link To Document,COMBINE  ,0822,"VICTORIA G. THOMAS , Contract Specialist , Phone (850) 883-7454, Email victoria.thomas.6@us.af.mil - CARRIE W EASTBURN, Contracting Officer, Phone (850) 882-0245, Email carrie.eastburn@us.af.mil",Total Small Business
84--2IBCT RETENTION ITEMS,02202018,17,,Department of the Army,"bldg 2351 berkly road, fort carson, CO 80913",US,80913,<AMDCSS>,84,,0bb800fd-8a77-11e7-89d0-1cc1de329608,Fort_Carson_HHBN_RR_0003,https://www.fbo.gov/notices/17a49da2db17aeb8709a6800c96f81bc,FedBid,FedBid.com -- for Department of Army procurements only,22030,082417,Link To Document,COMBINE  ,0822,"Name: Client Services, Title: Client Services, Phone: 1.877.933.3243, Fax: 703.422.7822, Email: Clientservices@fedbid.com;",Total Small Business
ROLLER-BELT CONVEYOR,,17,,Department of the Army,Attn:  CCRC-IDMr1 C TREE RD   McAlester OK 74501-9002,,,<AMDCSS>,39,333922,0bb800a2-8a77-11e7-89d0-1cc1de329608,W44W9M-17-T-0331,https://www.fbo.gov/notices/3ffaa15ea0fa60ede5266403fee5c7e6,Army Contracting Command,ACC - RI (W44W9M) McAlester Contracting Office,74501-9002,091117,Link To Document,COMBINE  ,0822,"Kent W. Hackett, Phone 9184206177, Email kent.w.hackett.civ@mail.mil",
J--SWOSCOLCOM HYDRAULIC POWER NIT GAUGE LINE UNION REPAIR ON FULL SCALE ELEVATOR TRAINER,09092017,17,sharon.dexter@navy.mil,Department of the Navy,"N00189 NAVSUP Fleet Logistics Center Norfolk Groton Office Box 500 Bldg. 84/2 Subase NLON Groton, CT",US,60088,<AMDCSS>,J,811310,0bb80146-8a77-11e7-89d0-1cc1de329608,N0018917QG144,https://www.fbo.gov/spg/DON/NAVSUP/2404/N0018917QG144/listing.html,Naval Supply Systems Command,NAVSUP Fleet Logistics Center Norfolk Groton Office,06349,082517,Buyers Email,COMBINE  ,0822,Sharon Dexter 860-694-3202Buyers Email,N/A
NRI Roofing Construction Project #21,,17,,Department of the Army,Attn:  CELRL-CTrPO Box 59 Louisville KY 40201-0059,US,40202,<AMDCSS>,Y,238160,0bb80160-8a77-11e7-89d0-1cc1de329608,W912QR-71782512,https://www.fbo.gov/spg/USA/COE/DACA27/W912QR-71782512/listing.html,U.S. Army Corps of Engineers,"USACE District, Louisville",40201-0059,091817,Link To Document,COMBINE  ,0822,"Scott A. Henry, Email scott.a.henry@usace.army.mil",Total Small Business
85--CUSTODIAL PAPER PRODUCTS,09162017,17,,Department of the Interior,BIA HASKELL INDIAN NATIONS UNIV155 INDIAN AVENUE #5006Contracting OfficeLawrenceKS66046-4800US,usa,66046,<AMDCSS>,85,322291,0bb800b7-8a77-11e7-89d0-1cc1de329608,A17PS01267,https://www.fbo.gov/spg/DOI/BIA/RestonVA/A17PS01267/listing.html,Bureau of Indian Affairs,BIA - DAPM,66046,090117,Link To Document,COMBINE  ,0822,"BEGAY, JANICE",Indian Small Business Economic Enterprises
