<AWDNBR>,<SUBJECT>,<ARCHDATE>,<YEAR>,<EMAIL>,<AGENCY>,<LINENBR>,<OFFADD>,label,<CLASSCOD>,<NAICS>,<AWDAMT>,iname,<AWDDATE>,<SOLNBR>,<URL>,<OFFICE>,<LOCATION>,<ZIP>,<DATE>,<DESC>,<AWARDEE>,<CONTACT>,<NTYPE>
SPE4A617VH889,"31--BEARING,BALL,ANNULA",09062017,17,LARRY.JOHNSON@DLA.MIL,Defense Logistics Agency,0001,DLA AVIATIONASC COMMODITIES DIVISION8000 JEFFERSON DAVIS HIGHWAYRICHMOND VA  23297USA,<AWARD>,31,332991,$58290.80,0bb802d8-8a77-11e7-89d0-1cc1de329608,082217,SPE4A517TEQ85,https://www.fbo.gov/spg/DLA/J3/DSCR-BSM/SPE4A517TEQ85/listing.html,DLA Acquisition Locations,DLA Aviation - BSM,23297,0822,Link To Document,JAMAICA BEARINGS CO INC DBA 1700 JERICHO TPKE STE 1  NEW HYDE PARK 11040-4716 US,LARRY JOHNSON804-279-5324LARRY.JOHNSON@DLA.MIL,COMBINE  
F17PX01769,56--610 CRUSHED LIMESTONE GRAVEL,09062017,17,,Department of the Interior,,"FWS, DIVISION OF CONTRACTING AND GR1875 CENTURY BOULEVARDSUITE 310ATLANTAGA30345-3310US",<AWARD>,56,212319,"$149,178.00",0bb80399-8a77-11e7-89d0-1cc1de329608,082217,F17PS00970,https://www.fbo.gov/spg/DOI/FWS/CGSWO/Awards/F17PX01769.html,Fish and Wildlife Service,CGS-WO,30345,0822,610 CRUSHED LIMESTONE GRAVEL                                IGF::OT::IGF,"CROWLEY HOLDINGS, LLC1029 7TH STNEW ORLEANSLA70115-2236US","Jordan, Gerome",
SPE7M517V8833,59--ANTENNA,09062017,17,Gregory.Edington@dla.mil,Defense Logistics Agency,0001,DLA LAND AND MARITIMEACTIVE DEVICES DIVISIONPO BOX 3990COLUMBUS OH  43218-3990USA,<AWARD>,59,334220,$60760.00,0bb80326-8a77-11e7-89d0-1cc1de329608,082217,SPE7M517TS229,https://www.fbo.gov/spg/DLA/J3/DSCC-BSM/SPE7M517TS229/listing.html,DLA Acquisition Locations,DLA Land and Maritime - BSM,43218,0822,Link To Document,"General Dynamics Mission Systems, 8201 E McDowell Road  Scottsdale 85257-3812 US",Gregory Edington614-692-1159Gregory.Edington@dla.mil,COMBINE  
SPE7M117P7886,"61--CABLE,RADIO FREQUEN",09062017,17,JEFFREY.LAIRD@DLA.MIL,Defense Logistics Agency,0001-0005,DLA LAND AND MARITIMEMARITIME SUPPLY CHAINPO BOX 3990COLUMBUS OH  43218-3990USA,<AWARD>,61,335929,$48776.00,0bb80351-8a77-11e7-89d0-1cc1de329608,082217,SPE7M117Q1132,https://www.fbo.gov/spg/DLA/J3/DSCC-BSM/SPE7M117Q1132/listing.html,DLA Acquisition Locations,DLA Land and Maritime - BSM,43218,0822,Link To Document,"F  R SALES, INC. DBA MCCAFFREY 109 GAUNTT ST  BURLINGTON 08016-1938 US",Jeffrey Laird614-692-7787JEFFREY.LAIRD@DLA.MIL,COMBINE  
47PL0117C0011,"Federal Highways Security Upgrades in Juneau, Alaska Federal Building",,17,,General Services Administration,CLIN 0001,"222 West 7th Avenue, Rm 151 Anchorage AK 99513-7500",<AWARD>,Z,,$66770.29,0bb803e1-8a77-11e7-89d0-1cc1de329608,081817,EQ10PCB-1-16-5055,https://www.fbo.gov/spg/GSA/PBS/10PM4/Awards/47PL0117C0011.html,Public Buildings Service (PBS),R10 Northern Service Center (47PL07),99513-7500,0822,"RE:  Solicitation No. EQ10PC B-1-16-5055Security Upgrades for Federal Highways Administration in the Juneau, Alaska Federal BuildingTwo offers were received.  Award was made to Orion Construction Inc. in the amount of $66,770.29.End of Award Notice","Orion Construction Inc., 3038 N. Caribou St.r, Wasilla, AK 99654 US","Amy M. Heusser, Contracting Officer, Phone 9072713741, Email amy.heusser@gsa.gov",
SPE4A617PK313,"53--SHIM,RETENTION PLAT",09062017,17,DOROTHY.GROUX@DLA.MIL,Defense Logistics Agency,0001-0003,DLA AVIATIONASC COMMODITIES DIVISION8000 JEFFERSON DAVIS HIGHWAYRICHMOND VA  23297USA,<AWARD>,53,332510,$121020.90,0bb80305-8a77-11e7-89d0-1cc1de329608,082217,SPE4A617Q1982,https://www.fbo.gov/spg/DLA/J3/DSCR-BSM/SPE4A617Q1982/listing.html,DLA Acquisition Locations,DLA Aviation - BSM,23297,0822,Link To Document,VANTAGE ASSOCIATES INC. 12333 LOS NIETOS RD  SANTA FE SPRINGS 90670-2911 US,Dorothy Groux804-279-5128DOROTHY.GROUX@DLA.MIL,COMBINE  
L17PA00160,38--CRUSHED AGGREGATE BLANKET PURCHASE AGREEMENT,09062017,17,,Department of the Interior,,"BLM OR-ST OFC PROC MGMT BR(OR952)1220 SW 3rd Avenue, 12th FloorPORTLANDOR97204US",<AWARD>,38,212319,$0.00,0bb802ab-8a77-11e7-89d0-1cc1de329608,082217,,https://www.fbo.gov/spg/DOI/BLM/OR/Awards/L17PA00160.html,Bureau of Land Management,Oregon Region,97204,0822,IGF::OT::IGFCRUSHED AGGREGATE-BPA,ROBCO INC2792 FOOTHILL BLVDGRANTS PASSOR97526-4157US,"Cyr, Brian",
N0025317P0309," Software (HPE , Enterprise)",,17,,Department of the Navy,CLINs 0001 - CLIN 0004,610 Dowell Street Keyport WA 98345-7610,<AWARD>,70,334614,"$85,424.58",0bb803c8-8a77-11e7-89d0-1cc1de329608,081617,N0025317Q0223,https://www.fbo.gov/spg/DON/NAVSEA/N00253/N0025317Q0223/listing.html,Naval Sea Systems Command,NUWC Keyport Division,98345-7610,0822,,Carahsoft Technology ,"Melissa Remigio, Phone 3603153395, Email melissa.remigio@navy.mil",COMBINE  
SA120341,89--GROUND BEEF,02102018,17,,Department of Justice,ALL,"11070 HWY 14, ALICEVILLE, AL 35442",<AWARD>,89,,"$27,000.00",0bb802ae-8a77-11e7-89d0-1cc1de329608,082217,837033,https://www.fbo.gov/spg/DOJ/BPR/PPB/837033/listing.html,Bureau of Prisons,Acquisitions Branch,"N  S WATER ASSISTANCE LLC [DUNS: 080402995],7154 S Cnty 100 W,Clay City IN 47841-8010",0822,No Description Provided,"NORTH STAR IMPORTS, LLC DBA IMPORTING [DUNS: 078359546],2206 EAST 117TH STREET,BURNSVILLE MN 55337-1265","Name: Client Services, Title: Client Services, Phone: 1.877.933.3243, Fax: 703.422.7822, Email: Clientservices@fedbid.com;",COMBINE  
SA120338_01,89--Diced Tomatoes,02102018,17,,Department of Justice,ALL,"11070 HWY 14, ALICEVILLE, AL 35442",<AWARD>,89,,"$4,267.20",0bb802b6-8a77-11e7-89d0-1cc1de329608,082217,876714,https://www.fbo.gov/spg/DOJ/BPR/PPB/876714/listing.html,Bureau of Prisons,Acquisitions Branch,"CRUSHED N 2 INC [DUNS: 611745493],31077 UNITY RD,SEDLEY VA 23878-2513",0822,No Description Provided,"ATLANTIC BEVERAGE COMPANY [DUNS: 037164928],3775  Park Ave,Edison NJ 08820","Name: Client Services, Title: Client Services, Phone: 1.877.933.3243, Fax: 703.422.7822, Email: Clientservices@fedbid.com;",COMBINE  
SPE7L217V1771,"25--BRACKET,SHOCK ABSOR",09062017,17,april.green@dla.mil,Defense Logistics Agency,0001,DLA LAND AND MARITIMELAND SUPPLIER OPNS WHEELED VEHICLESPO BOX 3990COLUMBUS OH  43218-3990USA,<AWARD>,25,336390,$28832.00,0bb8036d-8a77-11e7-89d0-1cc1de329608,082217,SPE7L217T3483,https://www.fbo.gov/spg/DLA/J3/DSCC-BSM/Awards/SPE7L217V1771.html,DLA Acquisition Locations,DLA Land and Maritime - BSM,43218,0822,Link To Document,"A.G.H. Industries, Inc. 1103 Stanley Drive  Euless 76040-6817 US",April Green614-692-1302april.green@dla.mil,
SPE4A617PK857,"40--CHAIN,STUD LINK",09062017,17,ROBERTA.ANDERSON@DLA.MIL,Defense Logistics Agency,0001,DLA AVIATIONASC COMMODITIES DIVISION8000 JEFFERSON DAVIS HIGHWAYRICHMOND VA  23297USA,<AWARD>,40,332618,$136500.00,0bb802fa-8a77-11e7-89d0-1cc1de329608,082217,SPE4A617Q1934,https://www.fbo.gov/spg/DLA/J3/DSCR-BSM/SPE4A617Q1934/listing.html,DLA Acquisition Locations,DLA Aviation - BSM,23297,0822,Link To Document,"LISTER CHAIN AND FORGE, INC. 3810 LOOMIS TRAIL RD  BLAINE 98230-9106 US",ROBERTA ANDERSON804-279-1389ROBERTA.ANDERSON@DLA.MIL,COMBINE  
W911S2-17-P-0529,66--3M Respirator Replacement Cartridges,01022018,17,,Department of the Army,ALL,"4531 B Street, Dugway, UT 84022",<AWARD>,66,,"$8,078.80",0bb80389-8a77-11e7-89d0-1cc1de329608,082217,DPGCITTS170627d,https://www.fbo.gov/notices/f981caae8fb3b002857f8600f6e288fb,FedBid,FedBid.com -- for Department of Army procurements only,"OFFICE PAL NJ LLC , THE [DUNS: 827861795],1000 Airport Road, Suite 201,LAKEWOOD NJ 08701",0822,No Description Provided,"DS VENTURES [DUNS: 829922017],301 LITTLE GEM CT,MCDONOUGH GA 30253-6904","Name: Client Services, Title: Client Services, Phone: 1.877.933.3243, Fax: 703.422.7822, Email: Clientservices@fedbid.com;",COMBINE  
GS07F179GA,"73 -- Food Service, Hospitality, Cleaning, Equipment and Supplies, Chemicals and Services",,17,,General Services Administration,302 30,,<AWARD>,73,333241,"$500,000",0bb80393-8a77-11e7-89d0-1cc1de329608,082217,7FCM-C4-030073-B,https://www.fbo.gov/notices/a8f08716cf7c08483d37e936d481f523,Federal Acquisition Service (FAS),Southwest Supply and Acquisition Center (7QS),"TECHNICAL ASSENT, LLC 3100 CLARENDON BOULEVARD, SUITE 200 ARLINGTON VA USA 22201-5330 ",0822,No Description Provided,"OXX INC 40 PEARL ST NW, STE 200 GRAND RAPIDS MI USA 49503-3026 ",Hazel L. Hartfield 817-850-8319,COMBINE  
GS-03P-LVA00172,"Lease Award for 39,293 ABOA SF in Charlottesville, VA",09222017,17,,General Services Administration,,The Dow Buildingr100 S Independence Mall West  Philadelphia PA 19106-1521,<AWARD>,X,531190,"$22,470,067.00",0bb803e3-8a77-11e7-89d0-1cc1de329608,072017,5VA0632,https://www.fbo.gov/spg/GSA/PBS/3PPRC1/Awards/GS-03P-LVA00172.html,Public Buildings Service (PBS),R3 Acquisition Management Division South (47PD02),19106-1521,0822,,"VVP, LLC, 250 W Main Street, Suite 201,  Charlottesville, VA 22902-5000 US","Brian J Tye, Phone 2154465754, Email brian.tye@gsa.gov",
N00604-17-P4167,"58--Communication, Detection, and Coherent Radiation Equipment. Lion UXP/UXL replacement parts",09052017,17,,Department of the Navy,,"N00604 NAVSUP Fleet Logistics Center Pearl 1942 Gaffney Street, Ste 100 Bldg. 475-2, Code 200 Pearl Harbor, HI",<AWARD>,58,,"$89,132.00",0bb803d3-8a77-11e7-89d0-1cc1de329608,082117,N0060417Q4062,https://www.fbo.gov/spg/DON/NAVSUP/N00604/N0060417Q4062/listing.html,Naval Supply Systems Command,NAVSUP Fleet Logistics Center Pearl,96860,0822,No Description Provided,PIXELL,Robert.dunn@navy.mil,COMBINE  
GS07F178GA,66 -- Scientific Equipment and Services,,17,,General Services Administration,602 41,,<AWARD>,66,334511,"$500,000",0bb80394-8a77-11e7-89d0-1cc1de329608,082217,7FCB-C4-070066-B,https://www.fbo.gov/notices/7fe4fad3d74d474b0ce4d6b4bcfd1bbe,Federal Acquisition Service (FAS),Southwest Supply and Acquisition Center (7QS),"OXX INC 40 PEARL ST NW, STE 200 GRAND RAPIDS MI USA 49503-3026 ",0822,No Description Provided,W R SYSTEMS LTD. 11351 RANDOM HILLS RD STE 400 FAIRFAX VA USA 22030-3813 ,Kyle P. Finegan 817-850-8233,COMBINE  
W912DW17P0098,Oil Filtration Trailer,,17,,Department of the Army,,Attn: CENWS-CTrPO Box 3755 Seattle WA 98124-3755,<AWARD>,43,333911,"$574,449.00",0bb803f3-8a77-11e7-89d0-1cc1de329608,062117,W912DW-16-Q-0069,https://www.fbo.gov/spg/USA/COE/DACA67/Awards/W912DW17P0098.html,U.S. Army Corps of Engineers,"USACE District, Seattle",98124-3755,0822,,GC Equipment LLC,"Darrell Hutchens, Phone 206-316-3877, Email darrell.d.hutchens@usace.army.mil",
SPE4A617PK829,"61--CABLE ASSEMBLY,POWE",09062017,17,Gretchen.Rogers@dla.mil,Defense Logistics Agency,0001,DLA AVIATIONASC COMMODITIES DIVISION8000 JEFFERSON DAVIS HIGHWAYRICHMOND VA  23297USA,<AWARD>,61,334419,$97476.50,0bb802e9-8a77-11e7-89d0-1cc1de329608,082217,SPE4A617TBR17,https://www.fbo.gov/spg/DLA/J3/DSCR-BSM/Awards/SPE4A617PK829.html,DLA Acquisition Locations,DLA Aviation - BSM,23297,0822,Link To Document,Comperipherals Incorporated 16334 Heathrow Drive  Tampa 33647-2641 US,Gretchen Rogers804-279-6166Gretchen.Rogers@dla.mil,
R16PC00002/R17PD00867,R--Materials Technician Support Services,09062017,17,,Department of the Interior,,Bureau of ReclamationDenver OfficeAcquisition Operations GroupBuilding 56 - Denver Federal CenterMS 84-27810DenverCO80225US,<AWARD>,R,541330,"$25,000.00",0bb802bf-8a77-11e7-89d0-1cc1de329608,082217,,https://www.fbo.gov/notices/d6e98129a1e7c2150a63d5fd340bc2a2,Bureau of Reclamation,BOR - All Offices,80225,0822,Non-Personal Materials Technician Support ServicesIGF::OT::IGF,"COLORADO NETWORK STAFFING, INC.8787 TURNPIKE DR STE 280WESTMINSTERCO80031-7028US","Daly, Deirdre",
V797D-70179,"65--A3R LLC, dba ViTel Net 65IIA V797D-70179 Effective July 15, 2017 - July 14, 2022 ",08062017,17,HelpDesk.ammhinfSS@va.gov,Department of Veterans Affairs,,"Department of Veterans Affairs;OAL / National Acquisition Center, FSS;Building 37;1st Avenue, One Block North of Cermak;Hines IL  60141",<AWARD>,65,339112,$0.00,0bb80408-8a77-11e7-89d0-1cc1de329608,060717,65IIA,https://www.fbo.gov/spg/VA/VANAC/VANAC/65IIA/listing.html,VA National Acquisition Center,Department of Veterans Affairs National Acquisition Center,60141,0822,Link To Document,A3R LLC;8201 GREENSBORO DR STE 820;MCLEAN;VA;22102,FSS Service Hepl Desk708-786-7737helpdesk.ammhinfss@va.govFSS Help Desk,
SPE7L317V9565,"25--ARMOR,SUPPLEMENTAL,",09062017,17,NATALYA.RADYK@DLA.MIL,Defense Logistics Agency,0001,DLA LAND AND MARITIMELAND SUPPLIER OPNS VEHICLE SPTPO BOX 3990COLUMBUS OH  43218-3990USA,<AWARD>,25,336390,$27173.88,0bb80324-8a77-11e7-89d0-1cc1de329608,082217,SPE7L317TQ796,https://www.fbo.gov/spg/DLA/J3/DSCC-BSM/SPE7L317TQ796/listing.html,DLA Acquisition Locations,DLA Land and Maritime - BSM,43218,0822,Link To Document,GENERAL DYNAMICS LAND SYSTEMS - 1991 OXFORD ST E BLDG 15  LONDON N5V  2Z CA,Natalya Radyk614-692-4884NATALYA.RADYK@DLA.MIL,COMBINE  
SPE2DS17P2193,"65--BANDAGE,GAUZE",09062017,17,Mark.Anthony@dla.mil,Defense Logistics Agency,0001,DLA TROOP SUPPORTMEDICAL SUPPLY CHAIN MD SURG FSF700 ROBBINS AVENUEPHILADELPHIA PA  19111USA,<AWARD>,65,446199,$30420.00,0bb8037e-8a77-11e7-89d0-1cc1de329608,082217,SPE2DS17Q0127,https://www.fbo.gov/spg/DLA/J3/DSCP-M-BSM/SPE2DS17Q0127/listing.html,DLA Acquisition Locations,DLA Troop Support - Medical - BSM,19111,0822,Link To Document,HH MEDICAL CORPORATION DBA HH 328 MCLAWS CIR  WILLIAMSBURG 23185-5648 US,Mark Anthony215-737-7943Mark.Anthony@dla.mil,COMBINE  
SPE7M017VC134,"48--VALVE,RESTRICTOR CH",09062017,17,MARK.CASTLEBERRY@DLA.MIL,Defense Logistics Agency,0001,DLA LAND AND MARITIMEMARITIME SUPPLY CHAIN ESOC BUYSPO BOX 3990COLUMBUS OH  43218-3990USA,<AWARD>,48,332911,$57830.00,0bb80365-8a77-11e7-89d0-1cc1de329608,082217,SPE7MC17TR087,https://www.fbo.gov/spg/DLA/J3/DSCC-BSM/SPE7MC17TR087/listing.html,DLA Acquisition Locations,DLA Land and Maritime - BSM,43218,0822,Link To Document,JAMAICA BEARINGS CO INC DBA 1700 JERICHO TPKE STE 1  NEW HYDE PARK 11040-4716 US,Mark Castleberry614-692-4853MARK.CASTLEBERRY@DLA.MIL,COMBINE  
SPE4A617PK883,"58--PARTS KIT,ELECTRONI",09062017,17,Cynthia.Pigram@dla.mil,Defense Logistics Agency,0001,DLA AVIATIONASC COMMODITIES DIVISION8000 JEFFERSON DAVIS HIGHWAYRICHMOND VA  23297USA,<AWARD>,58,334511,$76240.00,0bb80303-8a77-11e7-89d0-1cc1de329608,082217,SPE4A617TZ821,https://www.fbo.gov/spg/DLA/J3/DSCR-BSM/Awards/SPE4A617PK883.html,DLA Acquisition Locations,DLA Aviation - BSM,23297,0822,Link To Document,"DIGITAL SYSTEMS ENGINEERING, INC. 17491 N 93RD ST  SCOTTSDALE 85255-6324 US",Cynthia Pigram804-279-5134Cynthia.Pigram@dla.mil,
SPE4A617VH895,"31--BEARING,PLAIN,SELF-ALIGNING",09062017,17,Matthew.Wood@dla.mil,Defense Logistics Agency,0001,DLA AVIATIONASC COMMODITIES DIVISION8000 JEFFERSON DAVIS HIGHWAYRICHMOND VA  23297USA,<AWARD>,31,332991,$61098.36,0bb802dc-8a77-11e7-89d0-1cc1de329608,082217,SPE4A517TBK13,https://www.fbo.gov/spg/DLA/J3/DSCR-BSM/Awards/SPE4A617VH895.html,DLA Acquisition Locations,DLA Aviation - BSM,23297,0822,Link To Document,AMERICAN BEARING AND COMPONENTS 37620 TEEL LN NE  HANSVILLE 98340-9727 US,Matthew Wood804-279-4369Matthew.Wood@dla.mil,
,"58--NIGHT VISION EQUIPMENT, EMITTED AND REFLECTED RADIATION",,17,,Department of the Army,,"DLA LAND AT ABERDEEN, 6001 COMBAT DRIVE ROOM C1-301",<AWARD>,58,334511,,0bb802c9-8a77-11e7-89d0-1cc1de329608,,,,Defense Logistics Agency Detachment,DLA Aberdeen (ACC-APG),21010,0822,,,,
SPE8ES17PQ719,80--EPOXY PRIMER COATIN,09062017,17,dante.aleman@dla.mil,Defense Logistics Agency,0001-0002,DLA TROOP SUPPORTCONSTRUCTION  EQUIPMENT (HRD WARE)700 ROBBINS AVENUE PHILA PA 19111PHILADELPHIA PA  19111USA,<AWARD>,80,325510,$51818.71,0bb80378-8a77-11e7-89d0-1cc1de329608,082217,SPE8ES17T4066,https://www.fbo.gov/spg/DLA/J3/DSCP-I-BSM/Awards/SPE8ES17PQ719.html,DLA Acquisition Locations,DLA Troop Support - Construction  Equipment - BSM,19111,0822,Link To Document,MILSPRAY LLC 845 TOWBIN AVE  LAKEWOOD 08701-4554 US,Dante Aleman215-737-6179dante.aleman@dla.mil,
 N6833517P0464,59--Interconnecting Fiber Optic Submersible 9B Box,01032018,17,,Department of the Navy,ALL,"Hwy. 547 Attn:B562-3C, Lakehurst, NJ 08733",<AWARD>,59,,"$27,849.14",0bb803bc-8a77-11e7-89d0-1cc1de329608,082217,N68335-17-Q-0141,https://www.fbo.gov/spg/DON/NAVAIR/N68335/N68335-17-Q-0141/listing.html,Naval Air Systems Command,Naval Air Warfare Center Aircraft Division Lakehurst,"A.D.A. SUPPLIES,INC. [DUNS: 052877953],205 Old Perry Rd,Bonaire GA 31005",0822,No Description Provided,"TABET MANUFACTURING COMPANY, INC. [DUNS: 043316046],1336 BALLENTINE BLVD.,NORFOLK VA 23504","Name: Client Services, Title: Client Services, Phone: 1.877.933.3243, Fax: 703.422.7822, Email: Clientservices@fedbid.com;",COMBINE  
W15QKN17A0074_0001,"Software License Renewal for ARDEC - Hexagon Metrology Software License Renewal, Maintenance  Support",,17,,Department of the Army,,BUILDING 10 PHIPPS RD PICATINNY ARSENAL  NJ 07806-5000,<AWARD>,59,334519,$245543.00,0bb80284-8a77-11e7-89d0-1cc1de329608,082217,W15QKN17Q0AP3,https://www.fbo.gov/notices/019f9dcda59366cd1675c1336040e683,Army Contracting Command,ACC - NJ (W15QKN),07806-5000,0822,,"Hexagon Metrology, Inc, 250 Circuit Driver, North Kingston, RI 02852 US","Elizabeth A. Horak, Contracting Officer, Phone 9737245369, Email elizabeth.a.horak2.civ@mail.mil - Joseph D Rossano, Contract Specialist, Phone 9737249618, Email joseph.d.rossano.civ@mail.mil",
HC101317PB123,"START A MEASURED BUSINESS LINE- PALM BEACH, FL",09062017,17,,Defense Information Systems Agency,,,<AWARD>,D,517110,$3229.65,0bb803db-8a77-11e7-89d0-1cc1de329608,082217,HC101317QB255,https://www.fbo.gov/spg/DISA/D4AD/DITCO/HC101317QB255/listing.html,Procurement Directorate,DITCO-Scott,62225,0822,AWARD NOTICE,"Granite Telecommunications, LLC","Amanda Romanitis,618-229-9557;Peter DeMeuse,618 229-9530",COMBINE  
200-2017-M-95599,Purchase of MIP SPE Plates and Associated Equipment,,17,,Department of Health and Human Services,Multiple,"2920 Brandywine Road, Room 3000 Atlanta GA 30341-4146",<AWARD>,66,,"$143,175.00",0bb802c2-8a77-11e7-89d0-1cc1de329608,082217,2017-Q-67171,https://www.fbo.gov/spg/HHS/CDCP/PGOA/Awards/200-2017-M-95599.html,Centers for Disease Control and Prevention,Procurement and Grants Office (Atlanta),30341-4146,0822,,"Sigm-Aldrich, Inc., 3050 Spruce St, Saint Louis, MO 63103 US","Betty B Vannoy, Phone 770-488-2891, Fax  770-488-2688, Email bbv9@cdc.gov",
W911yP-17-F-0021,Ballistic Protection,,17,,Department of the Army,,PO Box 2000 Draper UT 84020-2000,<AWARD>,56,561621,$308319.35,0bb803ae-8a77-11e7-89d0-1cc1de329608,082217,W81A9P71450001,https://www.fbo.gov/spg/USA/NGB/DAHA42/W81A9P71450001/listing.html,National Guard Bureau,USPFO for Utah,84020-2000,0822,,"Defenshield, Inc, 7000 US Hwy 1 N Unit 401, Saint Augustine, FL 32095 US","Otha B Henderson, Phone 8014324093, Email otha.b.henderson.mil@mail.mil",COMBINE  
FA940117P0084,898 MUNS Programmable Controller,,17,,Department of the Air Force,,"377 MSG/Contracting Divisionr8500 Gibson SE, BLDG 20202 Kirtland AFB NM 87117-5606",<AWARD>,59,423610,"$29,249.50",0bb8026c-8a77-11e7-89d0-1cc1de329608,081817,FA9401-17-R-0017,https://www.fbo.gov/notices/b16b7a01381812e84751827f92c5eda0,Air Force Global Strike Command,377 MSG/Contracting Division,87117-5606,0822,,NIDAZ LLC,"Virginia S. Garcia, Phone 5058462917, Email virginia.garcia.1@us.af.mil",
SPE7M517V8857,59--RADOME,09062017,17,NATALYA.RADYK@DLA.MIL,Defense Logistics Agency,0001,DLA LAND AND MARITIMEACTIVE DEVICES DIVISIONPO BOX 3990COLUMBUS OH  43218-3990USA,<AWARD>,59,334220,$25277.00,0bb8032c-8a77-11e7-89d0-1cc1de329608,082217,SPE7M517TT007,https://www.fbo.gov/spg/DLA/J3/DSCC-BSM/Awards/SPE7M517V8857.html,DLA Acquisition Locations,DLA Land and Maritime - BSM,43218,0822,Link To Document,VANTAGE ASSOCIATES INC. DBA 900 CIVIC CENTER DR  NATIONAL CITY 91950-1013 US,Natalya Radyk614-692-4884NATALYA.RADYK@DLA.MIL,
D17PX00298,R--SLBE TRACT 21-153 WRIGHTIVIS #P170085Agency Ca,09062017,17,,Department of the Interior,,"DOI, Office of Valuation ServicesOne Denver Federal Center Bldg 46DenverCO80225US",<AWARD>,R,531320,"$3,750.00",0bb8039f-8a77-11e7-89d0-1cc1de329608,082217,,https://www.fbo.gov/notices/7ba4f59cb0094868bb48ca0f5f730f7c,Interior Business Center,AQD - Washington D.C.,80225,0822,"IGF::OT::IGF for Other FunctionsAppraisal services for SLBE TRACT 21-153 WRIGHT, P170085","OETZEL-HARTMAN GROUP, INC.2127 UNIVERSITY PARK DR STE 390OKEMOSMI48864-6906US","Horne, Thomas",
SPE4A117P1229,"29--ADJUSTOR,FUEL COMPO",09062017,17,Barbara.Walker@dla.mil,Defense Logistics Agency,0001,DLA AVIATIONAVIATION SUPPLY CHAIN8000 JEFFERSON DAVIS HIGHWAYRICHMOND VA  23297USA,<AWARD>,29,336412,$86819.40,0bb802df-8a77-11e7-89d0-1cc1de329608,082217,SPE4A117T1992,https://www.fbo.gov/spg/DLA/J3/DSCR-BSM/SPE4A117T1992/listing.html,DLA Acquisition Locations,DLA Aviation - BSM,23297,0822,Link To Document,"Delavan, Inc. DBA A UTC AEROSPACE 811 4th St  West Des Moines 50265-3708 US",Barbara Walker804-279-2428Barbara.Walker@dla.mil,COMBINE  
N68836-17-P-0781,34--VERTICAL KNEE MILL,01212018,17,,Department of the Navy,ALL,"930 USS Hunley Ave, Jacksonville, FL 31547",<AWARD>,34,,"$41,491.49",0bb803ce-8a77-11e7-89d0-1cc1de329608,082217,N68836-17-Q-0200,https://www.fbo.gov/notices/bf6016fb3f5607e91fb3a9bdd95ea2c2,Naval Supply Systems Command,NAVSUP Fleet Logistics Center Jacksonville,"SOUTHERN EQUIPMENT  SERVICES, LLC. [DUNS: 037212284],356 EMS TOWER RD,WOODBINE GA 31569-2856",0822,No Description Provided,"REINEN MACHINE SALES INC [DUNS: 858576135],11 LAOMATONG WAY,BEDMINSTER NJ 07921","Name: Client Services, Title: Client Services, Phone: 1.877.933.3243, Fax: 703.422.7822, Email: Clientservices@fedbid.com;",COMBINE  
V797D-70212,"65--Rehab Solutions Specialist, Inc. V797D-20212 (65IIA) Medical Equipment  Supplies Effective Effective 8/15/2017 - 8/14/2022  ",10142017,17,HelpDesk.ammhinFSS@va.gov,Department of Veterans Affairs,,"Department of Veterans Affairs;OAL / National Acquisition Center;Building 37;1st Avenue, One Block North of Cermak;Hines IL  60141",<AWARD>,65,339112,"$750,000.00",0bb8040b-8a77-11e7-89d0-1cc1de329608,081517,65IIA,https://www.fbo.gov/spg/VA/VANAC/VANAC/65IIA/listing.html,VA National Acquisition Center,Department of Veterans Affairs National Acquisition Center,60141,0822,Link To Document,"REHAB SOLUTIONS SPECIALISTS, INC.;1502 S VALRICO RD;VALRICO;FL;33594",FSS Service Help Desk708-786-7737helpdesk.ammhinfss@va.govFSS Help desk,
M00681-17-D-0008,Mattress Refurbishment Services,,17,,Department of the Navy,,PO Box 1609 Oceanside CA 92051-1609,<AWARD>,J,811420,"$772,200.00",0bb803fd-8a77-11e7-89d0-1cc1de329608,082217,M0068117T0029,https://www.fbo.gov/spg/DON/USMC/M00681/M0068117T0029/listing.html,United States Marine Corps,MCB Camp Pendleton - RCO,92051-1609,0822,,"Marine  Restaurant Fabricators, Inc., 3768 Dalbergia Street, San Diego, CA 92113-3815 US","Kenyadah M. Gamble, Contract Specialist, Phone 7607258451, Email kenyadah.gamble@usmc.mil - Drena J. McIntosh, Contracting Officer, Phone 7577258447, Email drena.mcintosh@usmc.mil",PRESOL
